Study,File,Variable,Variable Label,Type,N Non-missing,N Missing,Lowest Value,10% Value,20% Value,30% Value,40% Value,50% Value,60% Value,70% Value,80% Value,90% Value,Highest Value
EMD_NCT01016483_1_mek,SUPPEX,QLABEL,Qualifier Variable Label,Char,10979,0,Cycle Visit Number,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo,Recorded Total Daily Dose for Placebo
EMD_NCT01016483_1_mek,SUPPEX,QVAL,Data Value,Char,10979,0,0,120,120,120,120,120,120,120,120,6,Y
EMD_NCT01016483_1_mek,SUPPEX,QORIG,Origin,Char,10979,0,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF
EMD_NCT01016483_1_mek,SUPPEX,QEVAL,Evaluator,Char,0,10979,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPLB,STUDYID,Study Identifier,Char,55,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SUPPLB,RDOMAIN,Related Domain Abbreviation,Char,55,0,LB,LB,LB,LB,LB,LB,LB,LB,LB,LB,LB
EMD_NCT01016483_1_mek,SUPPLB,USUBJID,Unique Subject Identifier,Char,55,0,8,8,11,16,20,22,31,38,40,41,44
EMD_NCT01016483_1_mek,SUPPLB,IDVAR,Identifying Variable,Char,55,0,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ,LBSEQ
EMD_NCT01016483_1_mek,SUPPLB,IDVARVAL,Identifying Variable Value,Char,55,0,1011,135,167,197,243,30,35,36,422,632,825
EMD_NCT01016483_1_mek,SUPPLB,QNAM,Qualifier Variable Name,Char,55,0,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBORNRU,LBREAOTH
EMD_NCT01016483_1_mek,SUPPLB,QLABEL,Qualifier Variable Label,Char,55,0,Reason Pregnancy Test Not Done Other,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units,Reference Range Original Units
EMD_NCT01016483_1_mek,SUPPLB,QVAL,Data Value,Char,55,0,KU/L,KU/L,KU/L,kU/L,kU/L,kU/L,kU/L,kU/L,kU/L,kint.u./L,kint.u./L
EMD_NCT01016483_1_mek,SUPPLB,QORIG,Origin,Char,55,0,CRF,SITE,SITE,SITE,SITE,SITE,SITE,SITE,SITE,SITE,SITE
EMD_NCT01016483_1_mek,SUPPLB,QEVAL,Evaluator,Char,0,55,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPMH,STUDYID,Study Identifier,Char,92,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SUPPMH,RDOMAIN,Related Domain Abbreviation,Char,92,0,MH,MH,MH,MH,MH,MH,MH,MH,MH,MH,MH
EMD_NCT01016483_1_mek,SUPPMH,USUBJID,Unique Subject Identifier,Char,92,0,1,5,9,13,17,22,27,31,36,40,44
EMD_NCT01016483_1_mek,SUPPMH,IDVAR,Identifying Variable,Char,92,0,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ,MHSEQ
EMD_NCT01016483_1_mek,SUPPMH,IDVARVAL,Identifying Variable Value,Char,92,0,1,1,1,1,1,1,1,1,1,1,1
EMD_NCT01016483_1_mek,SUPPMH,QNAM,Qualifier Variable Name,Char,92,0,HISTOTH,HISTTYPE,HISTTYPE,HISTTYPE,HISTTYPE,HISTTYPE,TPDTC,TPDTC,TPDTC,TPDTC,TPDTC
EMD_NCT01016483_1_mek,SUPPMH,QLABEL,Qualifier Variable Label,Char,92,0,First Occurrence Date,First Occurrence Date,First Occurrence Date,First Occurrence Date,First Occurrence Date,Other Histocytologic Type,Tumor Histopathologic or Cytologic Type,Tumor Histopathologic or Cytologic Type,Tumor Histopathologic or Cytologic Type,Tumor Histopathologic or Cytologic Type,Tumor Histopathologic or Cytologic Type
EMD_NCT01016483_1_mek,SUPPMH,QVAL,Data Value,Char,92,0,2012-10-26,2013-01-22,2013-04-10,2013-05-13,2013-06-02,ADENOCARCINOMA OF PANCREAS,ADENOCARCINOMA OF PANCREAS,ADENOCARCINOMA OF PANCREAS,ADENOCARCINOMA OF PANCREAS,ADENOCARCINOMA OF PANCREAS,OTHER
EMD_NCT01016483_1_mek,SUPPMH,QORIG,Origin,Char,92,0,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF
EMD_NCT01016483_1_mek,SUPPMH,QEVAL,Evaluator,Char,0,92,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,STUDYID,Study Identifier,Char,1,0,0200066003,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,RDOMAIN,Related Domain Abbreviation,Char,1,0,RS,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,USUBJID,Unique Subject Identifier,Char,1,0,16,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,IDVAR,Identifying Variable,Char,1,0,RSSEQ,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,IDVARVAL,Identifying Variable Value,Char,1,0,3,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,QNAM,Qualifier Variable Name,Char,1,0,OVRNACOM,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,QLABEL,Qualifier Variable Label,Char,1,0,Overall Response NA Comment,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,QVAL,Data Value,Char,1,0,TARGETED LIVER LESIONS 2 AND 3 NOT MEASURABLE ANYMORE DUE TO VASCULARISATION TROUBLE,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,QORIG,Origin,Char,1,0,CRF,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPRS,QEVAL,Evaluator,Char,0,1,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPXX,STUDYID,Study Identifier,Char,9037,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SUPPXX,RDOMAIN,Related Domain Abbreviation,Char,9037,0,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
EMD_NCT01016483_1_mek,SUPPXX,USUBJID,Unique Subject Identifier,Char,9037,0,1,5,6,9,17,21,26,34,37,41,44
EMD_NCT01016483_1_mek,SUPPXX,IDVAR,Identifying Variable,Char,9037,0,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ,XXSEQ
EMD_NCT01016483_1_mek,SUPPXX,IDVARVAL,Identifying Variable Value,Char,9037,0,1,115,15,2,25,30,39,48,6,73,99
EMD_NCT01016483_1_mek,SUPPXX,QNAM,Qualifier Variable Name,Char,9037,0,IVASGNDT,IVASGNDT,IVCYCLE,IVKITNO,IVKITNO,IVKITSBJ,IVKITYPD,IVKITYPD,IVKITYPE,IVTRTCD,IVTRTCD
EMD_NCT01016483_1_mek,SUPPXX,QLABEL,Qualifier Variable Label,Char,9037,0,Assign Date/Time,Assign Date/Time,Cycle,Kit Number,Kit Number,Kit Type,Kit Type Decode,Kit Type Decode,Subject Number Kit Was Assigned To,Treatment Arm Code,Treatment Arm Code
EMD_NCT01016483_1_mek,SUPPXX,QVAL,Data Value,Char,9037,0,1,1920002,2013-09-05T08:23,20932,2920003,8030001,A,A,Pimasertib 30 mg matching placebo,T,X
EMD_NCT01016483_1_mek,SUPPXX,QORIG,Origin,Char,9037,0,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS,IRT IVRS
EMD_NCT01016483_1_mek,SUPPXX,QEVAL,Evaluator,Char,0,9037,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPYF,STUDYID,Study Identifier,Char,29,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SUPPYF,RDOMAIN,Related Domain Abbreviation,Char,29,0,YF,YF,YF,YF,YF,YF,YF,YF,YF,YF,YF
EMD_NCT01016483_1_mek,SUPPYF,USUBJID,Unique Subject Identifier,Char,29,0,3,6,14,14,16,18,20,23,34,41,41
EMD_NCT01016483_1_mek,SUPPYF,IDVAR,Identifying Variable,Char,29,0,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ,YFSEQ
EMD_NCT01016483_1_mek,SUPPYF,IDVARVAL,Identifying Variable Value,Char,29,0,1,1,1,1,11,15,3,4,5,6,9
EMD_NCT01016483_1_mek,SUPPYF,QNAM,Qualifier Variable Name,Char,29,0,YFCLSP,YFCLSP,YFCLSP,YFIMSP,YFIMSP,YFIMSP,YFIMSP,YFIMSP,YFIMSP,YFIMSP,YFIMSP
EMD_NCT01016483_1_mek,SUPPYF,QLABEL,Qualifier Variable Label,Char,29,0,Specification of Clinical Confirmation,Specification of Clinical Confirmation,Specification of Clinical Confirmation,Specification of Imaging,Specification of Imaging,Specification of Imaging,Specification of Imaging,Specification of Imaging,Specification of Imaging,Specification of Imaging,Specification of Imaging
EMD_NCT01016483_1_mek,SUPPYF,QVAL,Data Value,Char,29,0,12/11/13 AT CYCLE 3 CT SCAN,"BILATERAL PLEURAL EFFUSION WITH HYDRO PNEUMOTHORAX, PANCREATIC TUMEUR  AND LIVER METASTASIS INCREASE WITH ASCITES  CONFIRMED BY CT SCAN",CT DCAN CONFIRMED PROGRESSION 29/01/2014,CT SCAN 29/1/14,CT SCAN ON 29/1/14,CT-SCAN WITH CONTRAST,INCREASE OF LIVER METASTASIS AND ASCITE CONFIRMED BY CT SAN,LIVER METASTASIS INCREASE,SEVERE WORSENING OF GENERAL STATUS,TAC,WORSENNING CLINICAL CONDITIONS AND SUSPECTED DISEASE PROGRESSION.
EMD_NCT01016483_1_mek,SUPPYF,QORIG,Origin,Char,29,0,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF
EMD_NCT01016483_1_mek,SUPPYF,QEVAL,Evaluator,Char,0,29,,,,,,,,,,,
EMD_NCT01016483_1_mek,SUPPZO,STUDYID,Study Identifier,Char,518,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SUPPZO,RDOMAIN,Related Domain Abbreviation,Char,518,0,ZO,ZO,ZO,ZO,ZO,ZO,ZO,ZO,ZO,ZO,ZO
EMD_NCT01016483_1_mek,SUPPZO,USUBJID,Unique Subject Identifier,Char,518,0,1,5,8,13,20,25,27,34,37,41,44
EMD_NCT01016483_1_mek,SUPPZO,IDVAR,Identifying Variable,Char,518,0,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ,ZOSEQ
EMD_NCT01016483_1_mek,SUPPZO,IDVARVAL,Identifying Variable Value,Char,518,0,100,130,169,223,26,29,310,56,62,84,99
EMD_NCT01016483_1_mek,SUPPZO,QNAM,Qualifier Variable Name,Char,518,0,ABNOTH1,ABNOTH1,OPVFTHXT,VISACCOR,VISACCOR,VISACCOR,VISACCOR,VISACCOR,VISACCOR,VISACCOR,VISACCOR
EMD_NCT01016483_1_mek,SUPPZO,QLABEL,Qualifier Variable Label,Char,518,0,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Corrected Visual Acuity,Other Abnormalities,Other Technique Used,Serous Retinal Detachment
EMD_NCT01016483_1_mek,SUPPZO,QVAL,Data Value,Char,518,0,0.2,10,10,5,8,BILATERAL EARLY CATARACTE,CORRECTED VALUE UNAVAILABLE,CORRECTED VALUE UNAVAILABLE,DEVIATION EXTR. 5 DEGREE,NOT DONE,UNKNOWN
EMD_NCT01016483_1_mek,SUPPZO,QORIG,Origin,Char,518,0,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF
EMD_NCT01016483_1_mek,SUPPZO,QEVAL,Evaluator,Char,0,518,,,,,,,,,,,
EMD_NCT01016483_1_mek,SV,STUDYID,Study Identifier,Char,1492,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,SV,DOMAIN,Domain Abbreviation,Char,1492,0,SV,SV,SV,SV,SV,SV,SV,SV,SV,SV,SV
EMD_NCT01016483_1_mek,SV,USUBJID,Unique Subject Identifier,Char,1492,0,1,5,8,11,18,22,26,33,37,41,44
EMD_NCT01016483_1_mek,SV,VISITNUM,Visit Number,Num,1492,0,1,108,129,150,222,401,608,1022,16777,20101,99995
EMD_NCT01016483_1_mek,SV,VISIT,Visit Name,Char,1492,0,CYCLE 1 DAY 1,CYCLE 1 DAY 22,CYCLE 1 DAY 43,CYCLE 1 DAY 8,CYCLE 2 DAY 15,CYCLE 3 DAY 22,CYCLE 5 DAY 22,CYCLE 8 DAY 22,MONOTHERAPY CYCLE 1 DAY 15,POST TREATMENT PERIOD,TREATMENT TERMINATION UNSCHEDULED 3
EMD_NCT01016483_1_mek,SV,VISITDY,Planned Study Day of Visit,Num,1138,354,-28,2,22,36,50,71,112,162,225,414,2127
EMD_NCT01016483_1_mek,SV,SVSTDTC,Start Date/Time of Visit,Char,1492,0,******,******,2013-05-28,2013-07-20,2013-08-24,2013-09-24,2013-10-28,2013-12-09,2014-02-03,2014-05-12,2015-03-16
EMD_NCT01016483_1_mek,SV,SVENDTC,End Date/Time of Visit,Char,1492,0,******,******,2013-05-28,2013-07-20,2013-08-24,2013-09-25,2013-10-29,2013-12-10,2014-02-05,2014-05-14,2015-03-16
EMD_NCT01016483_1_mek,SV,SVSTDY,Study Day of Start of Visit,Num,1310,182,-29,2,22,44,59,92,120,162,218,296,646
EMD_NCT01016483_1_mek,SV,SVENDY,Study Day of End of Visit,Num,1310,182,-29,2,22,44,59,92,120,162,219,302,646
EMD_NCT01016483_1_mek,SV,SVUPDES,Description of Unplanned Visit,Char,113,1379,"BLOOD CHEMISTRY, CREATINE KINASE","BLOOD CHEMISTRY, HAEMATOLOGY, CREATINE KINASE","BLOOD CHEMISTRY, HAEMATOLOGY, CREATINE KINASE",CREATINE KINASE,CREATINE KINASE,ELECTROCARDIOGRAM,ELECTROCARDIOGRAM,"HAEMATOLOGY, CREATINE KINASE",OPHTHALMOLOGICAL EXAMINATION,PHARMACOKINETIC MSC1936369B BLOOD SAMPLE,"VITAL SIGNS, BLOOD CHEMISTRY, HAEMATOLOGY, CREATINE KINASE"
EMD_NCT01016483_1_mek,TA,STUDYID,Study Identifier,Char,11,0,0200066003,,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,TA,DOMAIN,Domain Abbreviation,Char,11,0,TA,,TA,TA,TA,TA,TA,TA,TA,TA,TA
EMD_NCT01016483_1_mek,TA,ARMCD,Planned Arm Code,Char,11,0,A,,A,A,A,A,A,A,B,B,B
EMD_NCT01016483_1_mek,TA,ARM,Description of Planned Arm,Char,11,0,Arm 1: Gemcitabine and Placebo,,Arm 1: Gemcitabine and Placebo,Arm 1: Gemcitabine and Placebo,Arm 1: Gemcitabine and Placebo,Arm 1: Gemcitabine and Placebo,Arm 1: Gemcitabine and Placebo,Arm 1: Gemcitabine and Placebo,Arm 2: Gemcitabine and Pimasertib,Arm 2: Gemcitabine and Pimasertib,Arm 2: Gemcitabine and Pimasertib
EMD_NCT01016483_1_mek,TA,TAETORD,Order of Element within Arm,Num,11,0,1,.,1,2,2,3,3,4,4,5,7
EMD_NCT01016483_1_mek,TA,ETCD,Element Code,Char,11,0,FU,,FU,MONOTHER,MPTP,MSCRN,PTP,PTP,SCRN,SCRN,TRT_PLA
EMD_NCT01016483_1_mek,TA,ELEMENT,Description of Element,Char,11,0,Follow-up Period,,Follow-up Period,Gemcitabine and Pimasertib,Gemcitabine and Placebo,Monotherapy Post Treatment Period,Monotherapy Screening,Pimasertib Monotherapy,Post Treatment Period,Post Treatment Period,Screening
EMD_NCT01016483_1_mek,TA,TABRANCH,Branch,Char,3,8,Assigned to Pimasertib Monotherapy,,,,,,,Randomized to Gemcitabine and Pimasertib,,,Randomized to Gemcitabine and Placebo
EMD_NCT01016483_1_mek,TA,TATRANS,Transition Rule,Char,1,10,"Treatment failure, disease progression",,,,,,,,,,
EMD_NCT01016483_1_mek,TA,EPOCH,Epoch,Char,11,0,FOLLOW-UP,,FOLLOW-UP,MONOTHERAPY POST TREATMENT,MONOTHERAPY SCREENING,MONOTHERAPY TREATMENT,POST TREATMENT,POST TREATMENT,SCREENING,SCREENING,TREATMENT
EMD_NCT01016483_1_mek,TE,STUDYID,Study Identifier,Char,8,0,0200066003,,,0200066003,0200066003,0200066003,,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,TE,DOMAIN,Domain Abbreviation,Char,8,0,TE,,,TE,TE,TE,,TE,TE,TE,TE
EMD_NCT01016483_1_mek,TE,ETCD,Element Code,Char,8,0,FU,,,MONOTHER,MPTP,MSCRN,,PTP,SCRN,TRT_PIM,TRT_PLA
EMD_NCT01016483_1_mek,TE,ELEMENT,Description of Element,Char,8,0,Follow-up Period,,,Gemcitabine and Pimasertib,Gemcitabine and Placebo,Monotherapy Post Treatment Period,,Monotherapy Screening,Pimasertib Monotherapy,Post Treatment Period,Screening
EMD_NCT01016483_1_mek,TE,TESTRL,Rule for Start of Element,Char,8,0,First dose of Gemcitabine and Pimasertib,,,First dose of Gemcitabine and Placebo,First dose of Pimasertib Monotherapy,First follow-up date,,Informed consent,Last double blind dose,Last monotherapy dose,Monotherapy screening date
EMD_NCT01016483_1_mek,TI,STUDYID,Study Identifier,Char,24,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,TI,DOMAIN,Domain Abbreviation,Char,24,0,TI,TI,TI,TI,TI,TI,TI,TI,TI,TI,TI
EMD_NCT01016483_1_mek,TI,IETESTCD,Incl/Excl Criterion Short Name,Char,24,0,EXCL01,EXCL02,EXCL04,EXCL07,EXCL09,EXCL12,EXCL14,EXCL16,INCL01,INCL03,INCL06
EMD_NCT01016483_1_mek,TI,IETEST,Inclusion/Exclusion Criterion,Char,24,0,Age >= 18 years.,"Bone marrow impairment as evidenced by hemoglobin < 9.0 g/dL, neutrophil count < 1.5 x 109/L, platelets < 100 x 109/L.",Evidence of disease (not necessarily measurable disease). Complete tumor assessment including scans documenting all sites of disease performed within 28 days prior to trial entry/randomization.,"Extensive prior radiotherapy on > 30% of bone marrow reserves, or prior bone marrow/stem cell transplantation. Prior radiation is allowed if completed >= 4 weeks before trial entry/randomization.",Histologically or cytologically confirmed metastatic adenocarcinoma of the pancreas and availability of tumor sample.,"History of difficulty swallowing, malabsorption or other chronic gastro-intestinal disease or conditions that may hamper compliance and/or absorption of the tested product.",Known hypersensitivity to the MSC1936369B or gemcitabine.,Participation in another clinical trial within the past 28 days.,"Renal impairment as evidenced by serum creatinine > 1.5 x upper limit of normal (ULN), and/or calculated creatinine clearance < 60 mL/min.",Serum calcium > 1 x ULN.,"Women of childbearing potential (all female subjects unless post-menopausal for >= two years, surgically sterile or sexually inactive) must have a negative blood pregnancy test at screening visit."
EMD_NCT01016483_1_mek,TI,IECAT,Inclusion/Exclusion Category,Char,24,0,EXCLUSION,EXCLUSION,EXCLUSION,EXCLUSION,EXCLUSION,EXCLUSION,EXCLUSION,EXCLUSION,INCLUSION,INCLUSION,INCLUSION
EMD_NCT01016483_1_mek,TI,IESCAT,Inclusion/Exclusion Subcategory,Char,24,0,MSC1936369B MONOTHERAPY,MSC1936369B MONOTHERAPY,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART,RANDOMIZED PHASE II PART
EMD_NCT01016483_1_mek,TR,STUDYID,Study Identifier,Char,1104,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,TR,DOMAIN,Domain Abbreviation,Char,1104,0,TR,TR,TR,TR,TR,TR,TR,TR,TR,TR,TR
EMD_NCT01016483_1_mek,TR,USUBJID,Unique Subject Identifier,Char,1104,0,1,5,10,16,22,26,32,36,39,41,44
EMD_NCT01016483_1_mek,TR,TRSEQ,Sequence Number,Num,1104,0,1,3,6,8,11,15,19,25,32,41,65
EMD_NCT01016483_1_mek,TR,TRGRPID,Group ID,Char,1104,0,CYCLE 1,CYCLE 1,CYCLE 1,CYCLE 3,CYCLE 3,CYCLE 7,MONOTHERAPY CYCLE 2,SCREENING,SCREENING,SCREENING,UNSCHEDULED 02
EMD_NCT01016483_1_mek,TR,TRSPID,Sponsor-Defined Identifier,Char,1104,0,1,1,1,1,2,2,2,3,3,4,9
EMD_NCT01016483_1_mek,TR,TRLNKID,Link ID,Char,1104,0,NEW01,NT01,NT02,T01,T01,T01,T02,T02,T03,T04,T08
EMD_NCT01016483_1_mek,TR,TRLNKGRP,Link Group,Char,1104,0,NEWCYCLE 1,NTCYCLE 13,NTSCREENING,TCYCLE 1,TCYCLE 1,TCYCLE 3,TCYCLE 5,TMONOTHERAPY CYCLE 2,TSCREENING,TSCREENING,TUNSCHEDULED 02
EMD_NCT01016483_1_mek,TR,TRTESTCD,Tumor Assessment Short Name,Char,1104,0,LDIAM,LDIAM,LDIAM,LDIAM,SUMLDIAM,SUMLDIAM,SUMLDIAM,SUMLDIAM,TUMSTATE,TUMSTATE,TUMSTATE
EMD_NCT01016483_1_mek,TR,TRTEST,Tumor Assessment Test Name,Char,1104,0,Longest Diameter,Longest Diameter,Longest Diameter,Longest Diameter,Sum of Longest Diameter,Sum of Longest Diameter,Sum of Longest Diameter,Sum of Longest Diameter,Tumor State,Tumor State,Tumor State
EMD_NCT01016483_1_mek,TR,TRORRES,Result or Finding in Original Units,Char,1101,3,0,113,14,22,35,52,72,9,NOT APPLICABLE,"PERSISTENT, BUT NOT PROGRESSING",UNEQUIVOCAL PROGRESSION
EMD_NCT01016483_1_mek,TR,TRORRESU,Original Units,Char,804,300,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
EMD_NCT01016483_1_mek,TR,TRSTRESC,Character Result/Finding in Std Format,Char,1101,3,0,113,14,22,35,52,72,9,NOT APPLICABLE,"PERSISTENT, BUT NOT PROGRESSING",UNEQUIVOCAL PROGRESSION
EMD_NCT01016483_1_mek,TR,TRSTRESN,Numeric Result/Finding in Standard Units,Num,804,300,0,10,14,22,35,47,64,80,101,126,237
EMD_NCT01016483_1_mek,TR,TRSTRESU,Standard Units,Char,804,300,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
EMD_NCT01016483_1_mek,TR,TRMETHOD,Method used to Identify the Tumor,Char,1104,0,CT,MRI,MSCT,MSCT,SPIRAL CT,SPIRAL CT,SPIRAL CT,SPIRAL CT,SPIRAL CT,SPIRAL CT,SPIRAL CT
EMD_NCT01016483_1_mek,TR,VISITNUM,Visit Number,Num,1104,0,1,1,1,1,156,156,328,328,728,16777,99994
EMD_NCT01016483_1_mek,TR,VISIT,Visit Name,Char,1104,0,CYCLE 1 DAY 56,CYCLE 1 DAY 56,CYCLE 1 DAY 56,CYCLE 3 DAY 28,CYCLE 3 DAY 28,CYCLE 5 DAY 28,END OF TREATMENT,SCREENING,SCREENING,SCREENING,STUDY TERMINATION UNSCHEDULED 1
EMD_NCT01016483_1_mek,TR,VISITDY,Planned Study Day of Visit,Num,1007,97,-28,-28,-28,-28,56,56,112,112,168,280,2056
EMD_NCT01016483_1_mek,TR,ETCD,Element Code,Char,1055,49,FU,PTP,SCRN,SCRN,SCRN,TRT_PLA,TRT_PLA,TRT_PLA,TRT_PLA,TRT_PLA,TRT_PLA
EMD_NCT01016483_1_mek,TR,ELEMENT,Description of Element,Char,1055,49,Follow-up Period,Gemcitabine and Placebo,Gemcitabine and Placebo,Gemcitabine and Placebo,Gemcitabine and Placebo,Gemcitabine and Placebo,Monotherapy Post Treatment Period,Post Treatment Period,Screening,Screening,Screening
EMD_NCT01016483_1_mek,TR,EPOCH,Epoch,Char,1055,49,FOLLOW-UP,POST TREATMENT,SCREENING,SCREENING,SCREENING,TREATMENT,TREATMENT,TREATMENT,TREATMENT,TREATMENT,TREATMENT
EMD_NCT01016483_1_mek,TR,TRDTC,Date/Time of Tumor Measurement,Char,1104,0,******,2013-05-19,2013-07-07,2013-08-01,2013-08-28,2013-09-21,2013-10-24,2013-12-09,2014-01-26,2014-04-06,2015-02-09
EMD_NCT01016483_1_mek,TR,TRDY,Study Day of Tumor Measurement,Num,1097,7,-27,-9,-6,-1,50,54,105,114,169,240,611
EMD_NCT01016483_1_mek,TS,STUDYID,Study Identifier,Char,72,0,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003,0200066003
EMD_NCT01016483_1_mek,TS,DOMAIN,Domain Abbreviation,Char,72,0,TS,TS,TS,TS,TS,TS,TS,TS,TS,TS,TS
EMD_NCT01016483_1_mek,TS,TSSEQ,Sequence Number,Num,72,0,1,1,1,1,1,1,2,2,4,5,9
EMD_NCT01016483_1_mek,TS,TSGRPID,Group ID,Char,10,62,GEMCITABINE,,GEMCITABINE,GEMCITABINE,GEMCITABINE,GEMCITABINE,PIMASERTIB,PIMASERTIB,PIMASERTIB,PIMASERTIB,PIMASERTIB
EMD_NCT01016483_1_mek,TS,TSPARMCD,Trial Summary Parameter Short Name,Char,72,0,ADDON,DOSE,HLTSUBJI,OBJSEC,OUTMSSEC,OUTMSSEC,PLANSUB,SEXPOP,STOPRULE,TDIGRP,TTYPE
EMD_NCT01016483_1_mek,TS,TSPARM,Trial Summary Parameter,Char,72,0,Added on to Existing Treatments,Diagnosis Group,Healthy Subject Indicator,Planned Number of Subjects,Secondary Outcome Measure,Sex of Participants,Study Stop Rules,Tertiary Outcome Measure,Trial Length,Trial Tertiary Objective,Trial is Randomized
EMD_NCT01016483_1_mek,TS,TSVAL,Parameter Value,Char,70,2,1000,2011-09-12,Country,"For subjects receiving subsequent MSC1936369B monotherapy after treatment failure in Arm 1: Best overall response, clinical benefit, PFS, TTP and OS calculated from the first dose of MSC1936369B in",Metastatic pancreas cancer,"Overall survival (OS) time, defined as the time (in months) from randomization to death (as found in the clinical database).",Phase II randomized trial of MEK inhibitor MSC1936369B or placebo combined with gemcitabine in metastatic pancreas cancer subjects,Sponsor's decision that continuation of the trial is unjustifiable for medical or ethical reasons.,"To evaluate the anti-tumor activity in each treatment arm in terms of response rate, clinical benefit, overall survival and time to progression.",Twice daily,mg/m2
